oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,disp_Acute_Care,disp_Against_Medical_Advice,disp_Childrens_or_Cancer,disp_Died,disp_Home_Health_Service,disp_Invalid_Blank,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Sex_Female,Sex_Male,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,All_Other_Languages,English,PLS_Other_Unknown,Spanish,dx_Circulatory,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Other_Unknown,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,disp_CAH,disp_Hospice_Care,disp_Rehab,Zip_Unknown,dx_Certain_Perinatal_Conditions,dx_Congenital,disp_Other,Zip_Blank_Invalid,Unknown_inv_Payer,disp_Disaster_Care_Site,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Residential_Care,a_disp_Routine,a_disp_SN_IC_Care,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Zip_CA_Resident,a_Zip_Foreign,a_Zip_Homeless,a_Zip_Out_of_State,a_Sex_Female,a_Sex_Male,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Other_Unknown,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_Eth_Other_Unknown,a_eth_Hispanic,a_eth_NonHispanic,a_All_Other_Languages,a_English,a_PLS_Other_Unknown,a_Spanish,a_dx_Circulatory,a_dx_Digestive,a_dx_Diseases_of_the_Blood,a_dx_Ear,a_dx_Endocrine,a_dx_Genitourinary,a_dx_Infectious,a_dx_Injury_Poisoning,a_dx_MentalHealth,a_dx_Musculoskeletal,a_dx_Neoplasms,a_dx_Nervous_System,a_dx_Other_Unknown,a_dx_Respiratory,a_dx_Skin,a_dx_Symptoms_Signs_NEC,a_disp_Childrens_or_Cancer,a_disp_Not_Defined_Elsewhere,a_disp_Prison_Jail,a_Zip_Unknown,a_Age_10_19,a_racegrp_aman,a_racegrp_nhpi,a_dx_Congenital,a_dx_Eye,a_dx_Factors_Influencing_Health,a_dx_Pregnancy_Childbirth,a_disp_CAH,a_Age_0_09,a_dx_Certain_Perinatal_Condition,a_Zip_Blank_Invalid,a_sex_Oth_Unknown,a_Unknown_inv_Payer,a_disp_Other,a_disp_Invalid_Blank,a_disp_Disaster_Care_Site,ed_STATIONS_ON_1231
106171395,171395,SUTTER LAKESIDE HOSPITAL,General Acute Care Hospital,LAKE,5176 HILL RD E,LAKEPORT,95453,Non-profit Corporation (incl. Church-related),Level IV,Emergency - Basic,SMALL/RURAL,,1-49,District 2,District 4,Kelseyville/Lakeport,Rural,824,157,6,37,9,,20,281,101,5,15446,35,8060,4604,901,2521,837,16415,2,288,137,8998,7925,,1480,1421,2193,2415,2213,2128,2367,1636,1070,,1015,101,338,358,94,1805,92,13120,3236,13422,265,36,15941,12,934,1241,1156,71,264,252,140,317,1021,1069,3701,621,1182,35,612,17,269,1178,1004,2770,,1,1,81,,3,,,,,119,41,18,223,14,1,,5,550,177,310,691,43,95,11,1096,,45,4,556,594,41,67,101,169,284,244,232,1,,21,17,71,11,972,14,125,1011,,1113,2,35,149,179,19,2,68,48,334,131,25,17,14,19,,70,35,25,,1,1,5,11,58,,,,1,14,,,,,,,,,,12
106184008,184008,BANNER LASSEN MEDICAL CENTER,General Acute Care Hospital,LASSEN,1800 SPRING RIDGE DR,SUSANVILLE,96130,Non-profit Corporation (incl. Church-related),Level IV,Emergency - Basic,SMALL/RURAL,,1-49,District 1,District 1,Susanville,Rural,639,70,,18,2,,,479,15,,8350,56,3550,2289,1044,2291,459,9308,,49,276,4820,4812,1,952,798,1421,1531,998,1222,1254,841,616,,272,62,327,15,60,580,39,8278,814,8819,,14,9547,1,71,687,665,8,147,103,85,303,481,570,2108,343,775,48,290,13,187,838,401,1580,2,,1,,,1,1,,,,8,74,39,9,1,,1,,401,,113,319,66,104,6,590,,8,10,288,320,31,60,50,76,133,121,117,8,,13,,45,10,529,,56,552,,604,4,,63,89,15,1,32,38,164,37,11,11,2,8,11,82,30,10,40,,35,,,11,,,,4,,,12,,,,,,,,8
106190017,190017,ALHAMBRA HOSPITAL MEDICAL CENTER,General Acute Care Hospital,LOS ANGELES,100 S RAYMOND AVE,ALHAMBRA,91801,Investor - Partnership,,Emergency - Basic,,,100-149,District 22,District 49,Alhambra/El Sereno South/San Gabriel Central,Urban,237,392,20,17,30,,46,42,170,34,11736,120,1014,2483,382,8369,598,12472,,279,82,6898,5948,,714,973,2274,2189,1724,1635,1503,983,851,,93,2338,784,112,38,4734,166,4581,8319,4454,73,1284,9940,20,1602,809,789,52,226,181,126,400,914,823,2543,657,921,36,608,3,184,775,493,2303,,1,1,13,,3,,,,,140,105,190,357,58,4,79,19,1176,450,828,1483,15,244,10,2514,,59,6,1275,1305,96,146,184,344,495,519,785,,1086,98,,660,52,684,21,1113,1446,830,1319,3,428,356,418,61,6,144,174,636,167,40,59,112,82,7,186,56,70,,,1,,11,,,,5,1,,,,,1,,,1,,,8
106190034,190034,ANTELOPE VALLEY HOSPITAL,General Acute Care Hospital,LOS ANGELES,1600 W AVE J,LANCASTER,93534,District,Level II,Emergency - Basic,,,300-499,District 21,District 36,Desert View Highlands/Lancaster West/Palmdale Northwest/Quartz Hill,Urban,157,2147,222,139,5,,1,1476,193,102,90699,440,49829,14457,2866,24475,3970,93937,,1044,614,53814,41753,30,11839,9472,16736,16716,12308,11657,9506,4618,2745,,241,1043,28567,1865,160,38362,406,24953,42346,52567,684,467,85661,59,9410,6181,5505,626,1582,1874,878,3520,6660,6470,17522,4304,5911,284,4295,19,3586,8788,2963,14468,,16,,2,137,24,,,,,213,465,902,2376,368,10,217,75,7176,1559,4997,5740,376,2246,99,13160,,226,72,6442,7010,1113,1385,1405,2247,2866,2191,1664,,255,3224,173,4152,39,5560,82,4379,8997,137,11887,29,1405,1963,1892,146,6,737,672,3016,2042,716,171,249,381,1,784,165,182,17,3,75,,315,21,34,5,8,12,252,2,272,58,,6,,,,,28
106190045,190045,CATALINA ISLAND MEDICAL CENTER,General Acute Care Hospital,LOS ANGELES,100 FALLS CANYON RD,AVALON,90704,Non-profit Corporation (incl. Church-related),,Emergency - Standby,SMALL/RURAL,,1-49,District 26,District 70,Avalon,Frontier,166,33,,1,,,57,8,2,,1763,1,547,373,73,923,116,1865,3,1,163,1039,993,,156,215,280,275,242,298,248,174,144,,,28,42,205,,564,87,1106,729,1214,89,,1810,4,218,124,135,13,44,28,28,8,108,73,644,69,155,2,53,2,35,126,64,319,,,1,,,2,,,,,,,,1,,,,,4,,1,4,,,,5,,,,5,,,,,,,,,5,,,,,5,,5,,,,,5,,,,,,,,1,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,2
106190053,190053,ST. MARY MEDICAL CENTER - LONG BEACH,General Acute Care Hospital,LOS ANGELES,1050 LINDEN AVE,LONG BEACH,90813,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,300-499,District 33,District 70,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,406,1520,1,96,15,,6,725,254,2,31241,163,23830,4814,763,3352,1681,31353,13,2413,443,17008,17431,1,2308,2377,6496,7054,5290,4958,3618,1552,787,,160,966,8059,2132,393,2974,414,19342,15319,18980,141,158,29489,43,4750,2176,2086,108,495,500,343,1566,2352,2006,6532,1416,3102,82,1567,14,1043,1891,1784,5344,1,9,1,105,24,9,,113,,,209,458,352,525,133,24,200,60,3504,746,2830,2604,100,625,104,5683,6,519,49,2745,3516,407,688,720,1227,1344,1014,753,2,440,1311,214,565,78,3498,27,2038,4198,122,5211,22,908,1307,636,61,11,329,372,1449,898,125,112,125,203,,279,92,130,1,39,12,3,61,18,139,1,6,2,88,,47,37,3,2,,,,,26
106190081,190081,BEVERLY HOSPITAL,General Acute Care Hospital,LOS ANGELES,309 W BEVERLY BLVD,MONTEBELLO,90640,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 32,District 58,Pico Rivera/Santa Fe Springs Northwest,Urban,241,760,31,39,1,,450,11,154,1,23109,37,14312,6496,429,1515,2091,23901,1,680,144,13410,11433,,2409,2381,4510,4228,3189,3086,2475,1432,1133,,,502,439,19,,639,83,23161,21716,2944,183,174,19730,63,4876,1664,1331,92,346,311,237,1173,1664,1519,4876,1310,1665,44,1008,10,726,1213,945,4678,,2,7,95,29,2,,22,,,258,261,356,681,91,15,18,7,3377,950,2469,2787,12,663,92,5814,,177,22,2946,3077,316,535,696,1009,1198,990,1149,,275,103,,108,18,5519,43,5029,951,241,3589,7,2186,989,986,78,18,401,495,1207,446,100,125,167,217,2,316,122,231,,8,1,2,44,,,4,12,3,90,,86,14,8,,,,,,32
106190110,190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,General Acute Care Hospital,LOS ANGELES,3828 DELMAS TER,CULVER CITY,90232,Investor - Corporation,,Emergency - Basic,,,300-499,District 30,District 54,Culver City North/Palms,Urban,338,1512,5,12,,,9,49,259,4,9442,141,5098,1809,156,3100,1585,10327,,1030,371,5518,6255,3,179,494,2498,2434,1900,1948,1460,548,314,1,33,349,4562,68,14,994,202,5554,2781,8780,215,40,11307,18,411,648,782,49,144,187,127,1276,593,449,2435,1532,805,37,516,3,151,502,342,1194,,,4,,,4,1,48,28,,118,362,87,275,26,38,111,43,2727,1117,1731,1597,12,1691,17,4679,,304,59,1908,3140,476,742,710,1081,1039,522,458,,149,2070,50,377,93,2309,157,880,4011,22,4793,1,232,520,375,20,7,151,196,806,293,1937,118,38,196,9,205,95,58,,141,3,,20,,,1,1,22,,,,,6,,,,,,17
106190125,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,General Acute Care Hospital,LOS ANGELES,1401 S GRAND AVE,LOS ANGELES,90015,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,300-499,District 30,District 53,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,392,3907,6,66,194,2,,256,483,,48162,49,36419,4713,665,3136,8605,46071,5,5949,739,26973,26562,3,3236,3972,12718,10970,8075,7383,4934,1562,688,,59,956,17934,67,13,18996,807,14706,29246,23547,745,68,40135,48,13287,3612,2886,168,800,587,526,1541,3526,1905,11761,1868,5127,179,2303,42,2512,2361,2146,9586,6,6,9,235,98,4,,539,,,162,771,335,745,146,22,37,27,6584,619,5966,2444,155,472,436,8134,2,1270,47,4064,5409,1094,1286,1396,1871,1948,899,640,1,248,2862,,3343,261,2759,101,5375,3997,51,6124,4,3294,1340,1210,122,14,571,497,1881,1804,214,175,242,252,,397,255,194,3,11,11,9,199,,,2,11,2,238,,139,52,11,,,,,,35
106190137,190137,CASA COLINA HOSPITAL,General Acute Care Hospital,LOS ANGELES,255 E BONITA AVE,POMONA,91767,Non-profit Corporation (incl. Church-related),,,,,50-99,District 20,District 52,Pomona East and South,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,1,,,,,1,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106190148,190148,CENTINELA HOSPITAL MEDICAL CENTER,General Acute Care Hospital,LOS ANGELES,555 E HARDY ST,INGLEWOOD,90301,Investor - Limited Liability Company,,Emergency - Basic,,,300-499,District 35,District 62,Del Aire/Inglewood West/Los Angeles International Airport,Urban,1689,2258,57,82,10,,3,235,201,17,29215,101,21556,5238,509,2678,3934,31471,8,1315,865,17468,16444,3,2170,2403,7100,6568,4495,4851,3880,1470,978,,23,365,17764,866,,1993,,12904,10520,23258,137,16,30900,23,2976,2523,1537,107,414,532,259,1388,1999,1289,6857,2582,2755,101,2073,23,944,1821,1002,5682,,5,42,227,21,6,,29,,,495,1078,726,1341,89,31,226,8,7395,1437,6442,5522,21,644,204,12174,,486,132,6599,6234,772,1143,1281,2346,3139,2029,1882,,163,7746,188,829,,3892,70,3486,9277,15,12330,110,378,2172,1376,127,7,587,589,2998,848,67,832,176,1223,,812,148,170,,,4,41,93,15,,,10,1,542,,148,148,,,,3,,,60
106190170,190170,CHILDREN'S HOSPITAL OF LOS ANGELES,General Acute Care Hospital,LOS ANGELES,4650 W SUNSET BLVD,LOS ANGELES,90027,Non-profit Corporation (incl. Church-related),Level I - Pediatric,Emergency - Basic,,Teaching,300-499,District 24,District 43,Hollywood South Central/Inner Sunset,Urban,8,480,,1,,16,,,286,,61185,64,55154,16,402,6231,160,61620,,6,372,29222,32825,1,44927,16055,810,124,77,32,17,,,6,24,1948,3701,329,,33508,3639,18899,43400,17096,1552,787,41261,306,19694,1152,6858,375,2787,397,1031,1190,2661,5029,10558,830,2293,152,1731,33,48,10490,3193,10590,,,,,404,246,8,50,85,,84,19,42,2,,,,18,8564,10,6944,15,61,1686,36,8651,,3,88,4056,4690,251,,,,,,,1,396,687,50,4121,70,3409,125,5372,3249,91,6267,22,2366,152,1613,447,24,393,412,641,1193,162,285,292,595,12,1425,241,323,3,,,,3287,13,,180,57,70,,,5207,229,4,,4,,4,,39
106190197,190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,General Acute Care Hospital,LOS ANGELES,2623 E SLAUSON AVE,HUNTINGTON PARK,90255,Investor - Corporation,,Emergency - Basic,,,50-99,District 33,District 53,Huntington Park/South Gate West/Walnut Park,Urban,728,940,,31,1,,,92,106,2,25846,39,19743,2423,199,1432,3988,27372,,162,82,14202,13583,,2005,3021,5435,4653,4667,3946,2450,1099,509,,23,74,2107,11,,21626,40,3904,24578,3141,66,27,14455,,13303,1595,2524,97,610,497,330,926,1817,1162,6034,1849,2045,98,1154,13,687,1842,1214,3287,,,,168,,4,,1,,,117,303,201,114,24,6,,20,2006,281,1940,959,10,147,17,2993,,60,3,1369,1704,185,314,473,623,680,432,335,,26,311,,2309,6,421,8,2562,503,25,1185,,1863,526,587,33,2,221,160,858,175,59,30,31,69,1,176,54,71,,,,16,31,,,,2,1,17,1,,,1,,,,,,14
106190198,190198,LOS ANGELES COMMUNITY HOSPITAL,General Acute Care Hospital,LOS ANGELES,4081 E OLYMPIC BLVD,LOS ANGELES,90023,Investor - Corporation,,Emergency - Standby,,,100-149,District 24,District 51,City Terrace East/East Los Angeles,Urban,57,410,3,2,,,32,,306,65,2216,121,2124,369,21,467,234,3083,,68,49,1516,1699,,145,281,640,607,505,507,376,110,42,2,,79,405,120,,1765,120,726,2243,956,16,,2339,11,865,145,322,12,64,30,26,281,161,152,617,466,163,5,103,1,35,173,116,341,1,1,1,3,,2,,12,,,34,62,39,37,6,14,2,103,719,635,952,659,2,39,3,1627,,25,2,669,986,86,158,180,376,439,235,177,4,81,360,32,655,103,424,38,755,862,11,1290,1,353,138,246,22,4,112,164,424,130,24,58,22,69,6,86,67,67,,4,,,,,,,3,13,,,,,1,,,,,,3
106190200,190200,SAN GABRIEL VALLEY MEDICAL CENTER,General Acute Care Hospital,LOS ANGELES,438 W LAS TUNAS DR,SAN GABRIEL,91776,Investor - Partnership,,Emergency - Basic,,,200-299,District 22,District 49,Alhambra/El Sereno South/San Gabriel Central,Urban,170,547,42,29,3,,,311,278,35,14892,183,1157,3080,171,10948,1292,16174,,150,149,9216,7432,,1646,1368,2855,2814,2160,2054,1711,1014,1026,,33,5760,531,17,23,1233,46,9005,7654,8962,32,2493,12694,86,1375,986,1019,80,290,201,187,627,1217,583,3411,727,1125,37,694,,567,938,590,3334,129,,3,25,32,3,26,150,,,258,117,240,513,64,28,55,47,1704,941,1074,2386,12,455,45,3927,,28,14,2104,1869,132,227,292,515,807,775,1213,12,2114,119,,187,19,1534,6,1079,2888,1365,2240,20,348,496,556,72,13,162,320,900,288,207,76,214,229,4,225,31,97,,1,3,,,,,3,4,4,72,2,,,4,,1,,,,12
106190240,190240,LAKEWOOD REGIONAL MEDICAL CENTER,General Acute Care Hospital,LOS ANGELES,3700 SOUTH ST,LAKEWOOD,90712,Investor - Corporation,,Emergency - Basic,,,150-199,District 33,District 63,Cerritos/Hawaiian Gardens,Urban,543,2197,98,75,148,8,,,115,,29244,202,17289,6685,305,6263,2109,30876,1,1220,249,17411,15243,,1649,2459,5768,5535,5019,4391,3664,2415,1754,,20,2452,8264,34,335,9281,330,11938,14507,17822,325,197,30159,14,2284,2463,1934,201,439,592,322,1366,2393,1461,6733,1261,2509,89,1285,5,624,2481,1148,5345,,21,1,308,,3,2,,3,,190,315,469,882,122,23,39,55,3299,1251,1909,3179,229,1243,92,6453,,154,41,3264,3388,296,534,686,1145,1478,1302,1184,,557,1216,14,1920,117,2744,91,2668,3893,47,5888,4,713,1312,924,74,13,479,433,1629,574,77,135,187,214,1,315,108,118,,2,5,3,27,,84,5,8,11,35,,,,1,,,,,,14
106190243,190243,PIH HEALTH HOSPITAL - DOWNEY,General Acute Care Hospital,LOS ANGELES,11500 BROOKSHIRE AVE,DOWNEY,90241,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 32,District 58,Downey Northeast,Urban,1171,579,237,24,10,,1,246,174,21,36533,150,22524,6425,568,7384,2252,37953,,653,155,22579,16568,6,3754,3920,7492,6126,4976,4699,3811,2553,1816,6,383,832,1665,247,,18249,2986,14791,30873,5543,2737,124,28448,12,10569,2760,2405,129,808,489,386,1074,2698,1891,7885,1134,2934,105,1678,9,1351,1851,1502,8029,,6,1,387,31,4,,5,,,304,231,376,1663,168,12,17,32,4873,815,2552,4421,59,1273,208,8335,,147,26,4443,4070,507,682,909,1350,1746,1694,1579,,291,319,66,3600,1087,3058,1071,5646,1796,73,5079,1,3360,1653,1544,152,34,603,486,1999,396,84,143,181,364,1,332,120,321,,21,1,5,46,92,,3,24,1,72,,,,,,,,,,19
106190256,190256,EAST LOS ANGELES DOCTORS HOSPITAL,General Acute Care Hospital,LOS ANGELES,4060 WHITTIER BLVD,LOS ANGELES,90023,Investor - Partnership,,Emergency - Basic,,,100-149,District 24,District 51,City Terrace East/East Los Angeles,Urban,189,215,,14,1,,,587,30,3,8265,15,5984,929,597,558,1251,8674,,590,41,4764,4555,,578,820,1954,1789,1495,1259,850,353,221,,11,79,432,,,5200,16,3581,8325,983,11,12,5703,1,3603,534,867,19,139,156,69,800,597,339,1692,955,527,20,341,8,387,505,358,1006,,,,11,,,,3,,,101,81,118,110,6,1,,6,583,160,656,432,3,68,8,1071,,83,2,522,645,59,89,144,234,263,180,162,,,67,,714,14,372,1,1011,155,,534,7,626,184,179,12,2,67,96,390,51,10,6,14,36,2,64,27,12,,,,10,24,,,,,2,13,1,12,,1,,,,,,8
106190280,190280,ENCINO HOSPITAL MEDICAL CENTER,General Acute Care Hospital,LOS ANGELES,16237 VENTURA BLVD,ENCINO,91436,Investor - Limited Liability Company,,Emergency - Basic,,,100-149,District 27,District 45,Encino/Tarzana/Warner Center/Woodland Hills,Urban,220,290,,5,3,,4,18,51,71,5636,50,3143,1191,114,1480,426,5733,2,433,157,3293,3061,,205,354,1135,1253,983,1013,680,369,362,,51,196,730,43,14,1013,429,3878,1327,4661,366,33,6173,1,147,371,302,28,87,95,60,190,384,271,1459,451,523,15,362,1,87,333,390,945,,1,3,29,,,2,,,,66,114,68,141,11,22,54,58,658,399,358,1034,3,182,14,1458,,119,9,836,755,59,98,120,227,353,316,416,2,45,113,,212,59,1151,29,236,1326,26,1517,1,47,183,169,12,7,63,85,325,128,361,45,15,58,1,73,41,19,,,,5,,,11,1,,5,,,,,,,,,,,9
106190298,190298,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,General Acute Care Hospital,LOS ANGELES,250 S GRAND AVE,GLENDORA,91741,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 25,District 48,Asuza/Charter Oak/Covina,Urban,453,905,52,19,10,,10,375,311,3,26132,227,13588,5765,604,6681,1873,27634,,512,230,15925,12585,1,2288,2510,4636,4394,3869,3923,3130,2067,1694,,38,938,1244,,23,674,584,25010,15383,12961,167,139,26796,30,1546,1941,1803,130,548,440,252,870,1997,1425,5524,1178,2302,82,1210,1,666,1967,1121,5032,2,12,,131,13,9,,4,,,335,167,235,767,144,23,26,12,1859,678,1084,2352,26,719,69,4138,,95,11,2121,2129,208,318,396,645,894,866,908,,169,196,,74,106,3705,14,1822,2414,68,3771,7,404,597,769,100,3,255,323,972,346,38,57,127,116,10,321,108,104,1,,3,5,15,,,,3,1,,,,,1,,,,,,22
106190315,190315,GARFIELD MEDICAL CENTER,General Acute Care Hospital,LOS ANGELES,525 N GARFIELD AVE,MONTEREY PARK,91754,Investor - Partnership,,Emergency - Basic,,,200-299,District 22,District 49,Montebello North/Monterey Park/South San Gabriel,Urban,192,548,24,59,31,,,105,89,,12470,38,973,2814,119,8894,759,13329,2,90,95,7204,6355,,1165,908,1918,1917,1742,2097,1809,1084,919,,99,6638,196,69,,1071,986,4500,5709,7591,259,4277,7671,67,1544,980,866,51,247,196,161,291,1325,601,2788,450,911,53,523,4,542,650,468,2418,,,1,,30,4,1,43,,1,154,172,396,876,90,13,173,,2376,524,1420,2568,26,720,42,4734,,33,10,2245,2532,155,223,335,723,938,935,1364,1,3236,72,12,168,166,1110,66,1126,3585,2156,2203,14,404,1020,673,68,13,250,386,895,363,15,98,304,143,2,231,63,110,1,,2,,34,13,,2,6,4,65,,69,66,,,1,,,,21
106190323,190323,ADVENTIST HEALTH GLENDALE,General Acute Care Hospital,LOS ANGELES,1509 WILSON TER,GLENDALE,91206,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,500+,District 25,District 43,Atwater Village/Glendale Central/Glendale Southwest/Griffith Park,Urban,567,1513,8,56,88,39,101,82,20,,33251,408,16743,7961,892,8201,2186,35119,2,433,245,19987,16219,9,1805,2258,5331,6296,4779,5020,4774,3280,2670,2,58,1717,958,36,52,3953,1299,28142,10372,25230,613,4265,29576,51,2323,3387,2496,130,497,452,302,1235,2591,2916,6442,1579,2514,144,1448,9,821,1923,1193,6114,,11,14,384,16,6,57,32,232,,343,338,548,1393,196,90,302,7,6744,1994,3003,7139,142,1491,220,11561,,284,80,5830,6177,595,847,958,1490,2224,2432,3371,1,763,408,,1071,447,9270,222,2497,9289,2699,8402,26,881,2320,1213,105,14,459,676,2714,824,1305,289,349,375,2,704,196,315,,41,2,78,58,27,22,7,7,47,58,,32,29,5,1,13,1,9,,39
106190352,190352,GREATER EL MONTE COMMUNITY HOSPITAL,General Acute Care Hospital,LOS ANGELES,1701 SANTA ANITA AVE,SOUTH EL MONTE,91733,Investor - Corporation,,Emergency - Basic,,,100-149,District 22,District 57,Bassett/Industry West/La Puente,Urban,316,484,53,13,,,,296,143,,15036,12,3056,1058,182,10632,1424,16169,,99,84,8067,8290,,1907,1976,3053,2833,2388,2036,1285,502,377,,118,1144,407,53,33,52,64,14486,13761,2527,69,413,11188,4,4752,815,765,26,348,198,192,537,775,804,3460,1329,1104,21,703,34,253,1122,756,3115,,,,2,,,4,3,5,,224,130,205,107,25,7,2,1,1173,280,1048,974,10,124,6,2087,,66,9,922,1240,112,153,239,379,497,357,370,,380,51,,,21,1710,4,1480,678,238,1163,4,757,355,353,29,4,175,120,563,87,47,28,27,94,1,141,35,86,8,,,,35,,,3,2,1,11,,20,,,,,,,,9
106190382,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,General Acute Care Hospital,LOS ANGELES,1300 N VERMONT AVE,LOS ANGELES,90027,Investor - Partnership,,Emergency - Basic,,,300-499,District 24,District 43,Hollywood South Central/Inner Sunset,Urban,342,1703,,52,31,2,,,454,5,21269,76,4245,3065,58,13144,3413,22039,13,1267,432,11858,12073,12,73,646,5212,5162,3853,3800,2934,1381,882,,,1466,3060,79,46,15127,759,3406,10940,11913,1090,,22272,10,1661,1549,1440,81,300,257,225,844,1576,651,4955,1919,1810,104,1116,11,1020,933,900,4250,,4,1,141,,2,4,51,18,,151,459,377,615,122,4,212,,3704,1234,3159,3030,9,599,116,6662,,178,57,3225,3687,336,483,607,981,1598,1348,1533,,1736,744,27,3410,18,954,38,2323,4552,1623,3698,5,1587,1201,956,95,18,379,429,1795,616,74,180,304,150,2,338,98,199,1,26,2,2,27,,24,2,8,11,58,,,,14,1,,,6,,20
106190385,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,General Acute Care Hospital,LOS ANGELES,15031 RINALDI ST,MISSION HILLS,91345,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,300-499,District 18,District 39,Granada Hills/Mission Hills/Porter Ranch,Urban,774,478,64,104,24,18,12,59,130,11,64137,185,40599,8334,1221,11244,4601,65381,5,100,261,37557,28434,8,9183,7380,12295,10644,7875,7282,5586,3225,2529,,59,1192,1830,2316,134,34935,1046,24487,51010,13916,1073,873,48409,234,16483,3712,4239,171,1661,778,740,1218,5375,3592,13513,1436,4962,139,2933,18,2376,4405,2640,11945,1,1,1,252,132,14,,,,,301,252,541,2733,279,16,110,27,5359,1548,3098,4836,120,2903,220,10941,3,191,37,5297,5877,663,960,1107,1763,2167,2130,2286,,460,412,490,4900,195,4652,211,6325,4641,621,7278,42,3236,2097,1426,145,10,508,775,2495,1655,132,190,389,291,1,432,166,218,2,2,6,5,75,14,54,10,13,35,163,,26,26,,3,,,1,,32
106190392,190392,PIH HEALTH GOOD SAMARITAN HOSPITAL,General Acute Care Hospital,LOS ANGELES,1225 WILSHIRE BLVD,LOS ANGELES,90017,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 24,District 53,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,798,587,,115,,,,100,639,,29730,4,18207,5259,577,4159,3771,27374,11,3522,834,15284,16688,1,633,1345,7178,6710,4762,4562,3580,1880,1323,,39,2845,7021,65,68,1810,476,19649,15648,15841,484,1230,21651,167,8925,2334,2276,184,425,519,328,704,2328,1220,6194,2752,2208,161,1558,7,1073,1290,1378,5006,,,,8,24,4,,224,,,127,435,633,910,74,16,363,52,4915,1413,3459,2834,54,2433,175,8194,,618,106,4096,4858,587,788,922,1377,1847,1610,1758,,1888,1500,22,407,124,4982,136,4134,4685,1243,4547,87,3078,2070,1157,125,17,465,458,1813,774,170,213,298,320,1,406,169,268,,13,3,2,37,,32,5,12,2,184,,29,28,35,1,,,,1,12
